CustomerID,TotalOrders,TotalRevenue,average_order_value,CLV
12441.0,1,155.55,155.55,660.414705882353
12442.0,1,144.06,144.06,611.6319031141869
12444.0,5,4085.46,817.092,3469.1068650519032
12445.0,1,77.4,77.4,328.61522491349484
12446.0,1,1002.31,1002.31,4255.482249134949
12447.0,1,431.49,431.49,1831.9661937716264
12448.0,1,365.45,365.45,1551.5818339100347
12449.0,4,3596.29,899.0725,3817.1694031141874
12450.0,2,197.88,98.94,420.06705882352946
12451.0,5,8995.52,1799.104,7638.4104083044995
12452.0,1,348.57,348.57,1479.9148442906576
12453.0,1,707.09,707.09,3002.0741522491353
12454.0,1,3528.34,3528.34,14980.184013840833
12455.0,5,2339.86,467.97200000000004,1986.8568996539796
12456.0,3,2581.04,860.3466666666667,3652.752110726644
12457.0,6,2043.23,340.53833333333336,1445.8150000000003
12458.0,2,787.4,393.7,1671.52214532872
12461.0,1,626.88,626.88,2661.528581314879
12462.0,2,937.59,468.795,1990.3510899653982
12463.0,4,1200.78,300.195,1274.5303287197232
12464.0,8,957.05,119.63125,507.9153762975779
12465.0,2,682.1899999999999,341.09499999999997,1448.1784256055364
12468.0,2,657.54,328.77,1395.8504844290658
12471.0,27,17388.649999999998,644.024074074074,2734.316743560169
12472.0,7,6068.11,866.8728571428571,3680.460192782996
12473.0,3,2585.73,861.91,3659.3895155709347
12474.0,18,6694.09,371.8938888888889,1578.9404901960786
12475.0,1,669.38,669.38,2841.969757785467
12476.0,11,5898.42,536.22,2276.615709342561
12477.0,6,13219.74,2203.29,9354.452698961939
12478.0,1,545.99,545.99,2318.0959515570935
12479.0,1,473.2,473.2,2009.053287197232
12480.0,4,2885.63,721.4075,3062.861600346021
12481.0,10,5003.82,500.38199999999995,2124.4592179930796
12483.0,8,1910.98,238.8725,1014.1749394463669
12484.0,4,3939.32,984.83,4181.2678546712805
12488.0,3,1244.66,414.8866666666667,1761.4738408304502
12489.0,1,298.93,298.93,1269.1595501730105
12490.0,10,4859.93,485.99300000000005,2063.3682041522497
12491.0,1,424.4,424.4,1801.8643598615918
12492.0,2,227.21,113.605,482.32987889273363
12493.0,2,379.74,189.87,806.1262629757787
12494.0,7,1084.1,154.87142857142857,657.5337123084529
12497.0,1,953.1,953.1,4046.5525951557097
12498.0,3,349.7,116.56666666666666,494.904152249135
12500.0,11,4059.8199999999997,369.07454545454544,1566.970474992136
12501.0,1,2025.3899999999999,2025.3899999999999,8599.147162629759
12502.0,5,2995.87,599.174,2543.8979169550175
12504.0,2,428.05,214.025,908.68053633218
12506.0,1,73.5,73.5,312.05709342560556
12507.0,3,1052.81,350.93666666666667,1489.9629411764708
12508.0,2,397.88,198.94,844.6345328719724
12509.0,1,158.5,158.5,672.939446366782
12510.0,2,814.57,407.285,1729.199636678201
12512.0,2,132.18,66.09,280.59664359861597
12513.0,1,558.29,558.29,2370.317750865052
12514.0,1,1017.6800000000001,1017.6800000000001,4320.738269896195
12515.0,1,278.7,278.7,1183.2695501730104
12516.0,2,1186.06,593.03,2517.812491349481
12517.0,4,2301.6,575.4,2442.9612456747404
12518.0,5,1840.89,368.178,1563.1640346020763
12519.0,1,276.84,276.84,1175.3725951557094
12520.0,5,2346.2599999999998,469.25199999999995,1992.2913633217993
12521.0,1,545.68,545.68,2316.7797923875432
12522.0,2,156.72,78.36,332.69107266435987
12523.0,11,1699.77,154.52454545454546,656.0609594212017
12524.0,8,3945.72,493.215,2094.030467128028
12526.0,3,1172.66,390.8866666666667,1659.577647058824
12527.0,3,330.71,110.23666666666666,468.02903114186853
12528.0,6,1645.48,274.24666666666667,1164.3621453287199
12530.0,4,1500.28,375.07,1592.425224913495
12531.0,1,125.22,125.22,531.6433910034602
12532.0,1,313.83,313.83,1332.4201038062286
12534.0,1,981.18,981.18,4165.771141868512
12535.0,2,716.35,358.175,1520.6945501730106
12536.0,1,4279.71,4279.71,18170.25664359862
12538.0,1,363.95,363.95,1545.213321799308
12539.0,4,5568.35,1392.0875,5910.350735294119
12540.0,17,11580.24,681.1905882352941,2892.113673926318
12541.0,3,841.18,280.3933333333333,1190.458892733564
12544.0,1,316.7,316.7,1344.6051903114187
12545.0,2,832.39,416.195,1767.0285986159172
12546.0,2,1021.5,510.75,2168.4783737024222
12547.0,2,151.8,75.9,322.24671280276823
12548.0,1,67.19999999999999,67.19999999999999,285.3093425605536
12550.0,1,824.83,824.83,3501.9598961937722
12551.0,1,168.0,168.0,713.2733564013841
12552.0,1,317.82,317.82,1349.3603460207614
12553.0,10,3278.28,327.82800000000003,1391.8510588235297
12556.0,2,599.56,299.78,1272.7683737024222
12557.0,5,11990.960000000001,2398.192,10181.943197231834
12558.0,1,269.96,269.96,1146.1623529411766
12559.0,2,525.71,262.855,1115.9968339100349
12560.0,2,1918.01,959.005,4071.6233044982705
12561.0,1,238.85,238.85,1014.0794117647059
12562.0,7,3385.7400000000002,483.6771428571429,2053.5358279782504
12564.0,1,402.9,402.9,1710.5823529411766
12565.0,1,145.92,145.92,619.5288581314879
12566.0,1,297.65,297.65,1263.7250865051903
12567.0,10,8609.28,860.9280000000001,3655.2202629757794
12569.0,32,3152.69,98.5215625,418.290509299308
12571.0,2,519.61,259.805,1103.0475259515572
12572.0,2,912.42,456.21,1936.9192733564014
12573.0,1,160.54,160.54,681.6006228373702
12574.0,1,182.45,182.45,774.6233564013841
12576.0,5,1315.83,263.166,1117.3172387543254
12577.0,3,622.65,207.54999999999998,881.1897923875433
12578.0,2,2402.5099999999998,1201.2549999999999,5100.138010380623
12579.0,1,386.42,386.42,1640.6136332179933
12580.0,1,379.7,379.7,1612.082698961938
12581.0,1,179.71,179.71,762.9902076124569
12582.0,2,351.36,175.68,745.8801384083046
12583.0,15,6705.38,447.0253333333333,1897.9241660899656
12584.0,9,2254.15,250.4611111111111,1063.3764129181086
12585.0,2,1824.1,912.05,3872.2676470588235
12586.0,1,196.94,196.94,836.1431833910035
12587.0,1,104.0,104.0,441.55017301038066
12588.0,1,174.9,174.9,742.5685121107267
12589.0,2,574.68,287.34,1219.9521799307959
12590.0,1,9341.26,9341.26,39659.95162629758
12591.0,1,368.84999999999997,368.84999999999997,1566.0171280276816
12592.0,2,401.6,200.8,852.5314878892735
12593.0,3,382.1,127.36666666666667,540.7574394463669
12594.0,9,3208.22,356.46888888888884,1513.450957324106
12596.0,2,450.27,225.135,955.849982698962
12597.0,4,3195.22,798.805,3391.4662110726645
12598.0,7,2807.08,401.01142857142855,1702.5640929312904
12599.0,7,888.5799999999999,126.93999999999998,538.9459515570934
12600.0,10,2311.04,231.10399999999998,981.1924152249135
12601.0,5,487.06,97.412,413.5796678200693
12602.0,1,153.12,153.12,650.0977162629758
12603.0,1,613.2,613.2,2603.4477508650525
12604.0,2,236.18,118.09,501.37173010380627
12607.0,1,1579.51,1579.51,6706.085709342561
12609.0,3,964.85,321.6166666666667,1365.4797577854672
12610.0,4,1747.54,436.885,1854.8716089965399
12611.0,1,1193.32,1193.32,5066.448581314879
12612.0,1,668.04,668.04,2836.280553633218
12613.0,4,3092.38,773.095,3282.30991349481
12614.0,1,315.6,315.6,1339.934948096886
12615.0,4,2093.19,523.2975,2221.750977508651
12616.0,2,641.3,320.65,1361.3756055363322
12617.0,1,352.98,352.98,1498.638269896194
12618.0,1,137.31,137.31,582.973598615917
12619.0,8,2945.56,368.195,1563.2362110726644
12620.0,3,1303.41,434.47,1844.6183044982702
12621.0,20,12411.67,620.5835,2634.7956903114186
12622.0,1,162.1,162.1,688.223875432526
12623.0,1,269.1,269.1,1142.51107266436
12624.0,2,569.13,284.565,1208.1704325259516
12625.0,2,2413.82,1206.91,5124.147301038063
12626.0,9,5954.48,661.6088888888888,2808.9761476355247
12627.0,6,4082.53,680.4216666666667,2888.849083044983
12628.0,3,732.46,244.15333333333334,1036.5956401384085
12630.0,2,1030.8799999999999,515.4399999999999,2188.390588235294
12631.0,1,480.5,480.5,2040.0467128027683
12633.0,4,1929.98,482.495,2048.5168339100346
12635.0,2,1509.18,754.59,3203.743702422146
12637.0,8,5804.9,725.6125,3080.714662629758
12638.0,1,511.69,511.69,2172.4693079584777
12639.0,1,366.1,366.1,1554.3415224913497
12640.0,3,994.58,331.5266666666667,1407.5543944636681
12641.0,1,145.9,145.9,619.4439446366783
12642.0,3,905.26,301.75333333333333,1281.1465051903115
12643.0,6,3041.64,506.94,2152.3023529411767
12644.0,1,477.90999999999997,477.90999999999997,2029.0504152249136
12645.0,4,1631.18,407.795,1731.364930795848
12646.0,2,1346.97,673.485,2859.398252595156
12647.0,12,3146.82,262.235,1113.3645155709344
12648.0,1,300.05,300.05,1273.914705882353
12649.0,3,569.51,189.83666666666667,805.9847404844292
12650.0,1,242.44,242.44,1029.3213840830451
12651.0,1,114.0,114.0,484.00692041522495
12652.0,1,793.98,793.98,3370.9808304498274
12653.0,2,2209.85,1104.925,4691.152162629758
12654.0,5,529.98,105.99600000000001,450.02453979238766
12656.0,5,3619.17,723.8340000000001,3073.1637301038068
12657.0,4,1427.18,356.795,1514.835519031142
12658.0,1,632.05,632.05,2683.4787197231835
12659.0,1,73.67999999999999,73.67999999999999,312.82131487889274
12660.0,1,227.1,227.1,964.1927335640139
12662.0,11,3543.78,322.1618181818182,1367.794293803083
12664.0,9,4391.88,487.9866666666667,2071.832664359862
12665.0,1,45.0,45.0,191.05536332179932
12667.0,1,460.13,460.13,1953.5623183391006
12668.0,4,3177.15,794.2875,3372.2863754325263
12669.0,2,1427.73,713.865,3030.8385986159174
12670.0,5,2744.05,548.8100000000001,2330.06875432526
12672.0,1,225.9,225.9,959.0979238754327
12673.0,2,574.52,287.26,1219.6125259515572
12674.0,4,1844.6,461.15,1957.8929065743946
12676.0,6,1091.3899999999999,181.8983333333333,772.2811591695502
12678.0,9,16331.46,1814.6066666666666,7704.229688581315
12679.0,4,951.02,237.755,1009.4303979238755
12680.0,4,790.81,197.7025,839.3805103806228
12681.0,22,12365.54,562.07,2386.3664013840835
12682.0,31,11019.82,355.478064516129,1509.2442393124234
12683.0,14,7612.57,543.755,2308.606868512111
12684.0,6,2073.63,345.605,1467.3264186851213
12685.0,6,2575.08,429.18,1822.1586851211075
12686.0,1,71.14,71.14,302.0373010380623
12688.0,1,4873.81,4873.81,20692.61200692042
12689.0,2,1139.61,569.805,2419.2066955017303
12690.0,1,335.01,335.01,1422.3434948096888
12691.0,5,927.8,185.56,787.8274048442908
12693.0,4,711.91,177.9775,755.6345761245675
12694.0,2,761.67,380.835,1616.9015397923877
12695.0,4,582.1,145.525,617.8518166089966
12697.0,3,757.59,252.53,1072.160242214533
12700.0,4,4525.99,1131.4975,4803.970354671281
12701.0,2,725.71,362.855,1540.5643079584777
12702.0,1,201.0,201.0,853.3806228373703
12703.0,1,265.55,265.55,1127.4389273356403
12704.0,8,1740.84,217.605,923.8800519031142
12705.0,8,6382.29,797.78625,3387.140929930796
12707.0,1,603.42,603.42,2561.9250519031143
12708.0,10,2442.91,244.291,1037.1801280276818
12709.0,15,9400.52,626.7013333333333,2660.7700207612456
12710.0,3,1023.02,341.00666666666666,1447.8033910034603
12712.0,13,3928.13,302.1638461538462,1282.889409103008
12713.0,1,794.55,794.55,3373.400865051903
12714.0,5,4294.86,858.972,3646.9157231833915
12715.0,1,263.36,263.36,1118.1408996539794
12716.0,2,963.49,481.745,2045.3325778546714
12717.0,2,830.98,415.49,1764.0353979238757
12718.0,1,202.25,202.25,858.6877162629759
12719.0,2,572.95,286.475,1216.279671280277
12720.0,25,5115.73,204.62919999999997,868.7890256055363
12721.0,6,2386.13,397.68833333333333,1688.4553114186854
12722.0,4,979.63,244.9075,1039.7975865051903
12723.0,5,707.07,141.41400000000002,600.3978477508651
12724.0,4,923.41,230.8525,980.1246280276818
12725.0,1,371.8,371.8,1578.541868512111
12726.0,7,2411.1,344.4428571428571,1462.3923381117154
12727.0,7,3440.7,491.5285714285714,2086.8704399406824
12728.0,4,728.33,182.0825,773.0630709342562
12729.0,1,417.01,417.01,1770.488823529412
12731.0,12,18751.91,1562.6591666666666,6634.542551903114
12732.0,1,218.26,218.26,926.6609688581316
12733.0,1,383.95,383.95,1630.1268166089967
12734.0,1,110.39999999999999,110.39999999999999,468.722491349481
12735.0,2,689.5699999999999,344.78499999999997,1463.844965397924
12736.0,1,144.0,144.0,611.3771626297579
12738.0,1,137.35,137.35,583.1434256055363
12739.0,1,975.54,975.54,4141.8255363321805
12740.0,1,427.6,427.6,1815.4505190311422
12743.0,2,540.13,270.065,1146.6081487889273
12744.0,4,9120.39,2280.0975,9680.552361591695
12747.0,11,4196.01,381.4554545454546,1619.535787983643
12748.0,206,31650.78,153.6445631067961,652.3248405952901
12749.0,5,4040.88,808.176,3431.2524290657443
12750.0,1,275.88,275.88,1171.2967474048444
12752.0,1,4366.78,4366.78,18539.927543252597
12753.0,6,21429.39,3571.565,15163.70330449827
12754.0,3,3010.7400000000002,1003.58,4260.874256055364
12755.0,2,3811.9500000000003,1905.9750000000001,8092.149913494811
12756.0,1,112.08,112.08,475.85522491349485
12757.0,9,4176.75,464.0833333333333,1970.346885813149
12758.0,2,2791.59,1395.795,5926.091574394464
12759.0,3,1411.44,470.48,1997.5050519031145
12762.0,2,1702.52,851.26,3614.173079584775
12763.0,2,494.08,247.04,1048.8514878892734
12764.0,1,1693.88,1693.88,7191.663529411766
12766.0,7,6457.63,922.5185714285715,3916.713796342067
12769.0,1,1143.6,1143.6,4855.353633217993
12770.0,1,1351.45,1351.45,5737.817128027683
12772.0,1,752.47,752.47,3194.742871972319
12775.0,5,1281.04,256.20799999999997,1087.7758339100346
12778.0,6,693.23,115.53833333333334,490.53818339100354
12779.0,8,3981.36,497.67,2112.944948096886
12781.0,2,786.74,393.37,1670.12107266436
12782.0,5,1938.92,387.784,1646.404733564014
12783.0,4,1295.87,323.9675,1375.4606314878893
12784.0,1,476.82,476.82,2024.4226297577857
12785.0,1,255.95,255.95,1086.6804498269896
12787.0,3,418.65999999999997,139.5533333333333,592.498062283737
12789.0,1,76.85,76.85,326.2801038062284
12790.0,1,294.92,294.92,1252.134394463668
12791.0,1,177.6,177.6,754.0318339100346
12792.0,1,344.54,344.54,1462.8047750865055
12793.0,2,461.48,230.74,979.6469896193773
12794.0,2,860.41,430.205,1826.510501730104
12795.0,1,318.48,318.48,1352.1624913494811
12797.0,1,226.03,226.03,959.6498615916956
12798.0,3,6977.04,2325.68,9874.080830449828
12802.0,1,397.58,397.58,1687.9953633217995
12808.0,3,455.65000000000003,151.88333333333335,644.8472318339102
12809.0,1,405.31,405.31,1720.8144290657442
12811.0,2,458.85,229.425,974.0639273356403
12812.0,1,229.64,229.64,974.9767474048443
12814.0,1,85.92,85.92,364.7883737024222
12815.0,2,863.46,431.73,1832.9851557093427
12816.0,2,452.2,226.1,959.9470588235295
12817.0,1,126.03999999999999,126.03999999999999,535.1248442906575
12818.0,1,1182.08,1182.08,5018.727197231834
12820.0,4,942.34,235.585,1000.2172837370243
12821.0,1,92.72,92.72,393.6589619377163
12822.0,2,948.88,474.44,2014.3179238754328
12823.0,5,1759.5,351.9,1494.0529411764705
12824.0,1,397.12,397.12,1686.0423529411767
12826.0,7,1474.72,210.67428571428573,894.4544933267426
12827.0,3,430.15,143.38333333333333,608.7589965397924
12828.0,6,1018.7099999999999,169.785,720.8518858131489
12829.0,2,293.0,146.5,621.9913494809689
12830.0,6,6814.64,1135.7733333333333,4822.1241522491355
12831.0,1,215.05,215.05,913.0323529411767
12832.0,2,383.03000000000003,191.51500000000001,813.1103979238756
12833.0,1,417.38,417.38,1772.0597231833913
12834.0,1,312.38,312.38,1326.263875432526
12836.0,4,2610.36,652.59,2770.684878892734
12837.0,1,134.1,134.1,569.344982698962
12838.0,2,671.95,335.975,1426.4405709342564
12839.0,14,5591.42,399.38714285714286,1695.6679041028178
12840.0,4,2726.77,681.6925,2894.2446280276818
12841.0,25,3991.58,159.6632,677.8780152249135
12842.0,2,1118.99,559.495,2375.433788927336
12843.0,8,1702.26,212.7825,903.4052854671281
12844.0,2,325.96,162.98,691.9600692041523
12845.0,4,354.09000000000003,88.52250000000001,375.83774221453297
12847.0,1,843.64,843.64,3581.821038062284
12849.0,2,992.65,496.325,2107.2345155709345
12851.0,1,131.81,131.81,559.6223875432527
12852.0,1,311.55,311.55,1322.7399653979242
12853.0,6,1957.1,326.18333333333334,1384.8683391003462
12854.0,3,1316.25,438.75,1862.7897923875435
12855.0,1,38.099999999999994,38.099999999999994,161.76020761245675
12856.0,6,2170.78,361.7966666666667,1536.0709688581317
12857.0,2,1106.4,553.2,2348.7072664359866
12863.0,1,521.2,521.2,2212.845674740485
12864.0,1,147.12,147.12,624.6236678200693
12865.0,2,1568.23,784.115,3329.0972491349485
12866.0,1,499.12,499.12,2119.1011764705886
12867.0,7,4009.34,572.7628571428571,2431.7647948591202
12868.0,6,1607.06,267.8433333333333,1137.1756747404845
12871.0,2,380.64,190.32,808.0368166089966
12872.0,2,599.97,299.985,1273.6387370242217
12873.0,1,374.0,374.0,1587.8823529411766
12875.0,2,343.23,171.615,728.6214705882354
12876.0,2,2053.02,1026.51,4358.227577854672
12877.0,12,1535.77,127.98083333333334,543.364991349481
12878.0,2,854.99,427.495,1815.0047231833912
12879.0,3,573.22,191.07333333333335,811.235224913495
12881.0,1,298.0,298.0,1265.21107266436
12882.0,2,1463.04,731.52,3105.79598615917
12883.0,4,703.47,175.8675,746.6762024221455
12884.0,1,309.05,309.05,1312.125778546713
12885.0,3,1175.22,391.74,1663.2006228373705
12886.0,2,1378.4,689.2,2926.119031141869
12888.0,2,354.12,177.06,751.7391695501731
12890.0,1,376.71999999999997,376.71999999999997,1599.4305882352942
12891.0,3,331.0,110.33333333333333,468.439446366782
12893.0,1,176.55,176.55,749.573875432526
12895.0,2,372.8,186.4,791.3937716262977
12897.0,2,216.5,108.25,459.5942906574395
12901.0,28,17654.54,630.5192857142857,2676.979804745428
12902.0,1,138.68,138.68,588.7901730103807
12904.0,2,496.06,248.03,1053.0547058823531
12906.0,5,2919.81,583.962,2479.312712802768
12908.0,2,750.0,375.0,1592.128027681661
12909.0,5,2178.67,435.73400000000004,1849.9848373702425
12910.0,8,3075.04,384.38,1631.952456747405
12912.0,5,1662.3,332.46,1411.5170242214533
12913.0,5,2483.63,496.726,2108.937031141869
12915.0,2,363.65,181.825,771.9698096885813
12916.0,4,2944.95,736.2375,3125.824956747405
12917.0,1,594.0,594.0,2521.930795847751
12919.0,6,1335.19,222.53166666666667,944.7970761245675
12920.0,1,162.78,162.78,691.1109342560554
12921.0,37,16587.09,448.29972972972973,1903.33483867951
12922.0,1,405.38,405.38,1721.111626297578
12923.0,1,171.57,171.57,728.4304152249135
12924.0,4,925.75,231.4375,982.6083477508652
12925.0,2,694.05,347.025,1473.3552768166091
12928.0,5,2062.7,412.53999999999996,1751.5106574394465
12929.0,1,117.85,117.85,500.35276816609
12930.0,2,415.8,207.9,882.6757785467129
12931.0,15,42055.96,2803.730666666667,11903.728470588238
12933.0,3,607.53,202.51,859.7915916955018
12935.0,7,2160.7,308.6714285714285,1310.518487394958
12936.0,4,1063.9,265.975,1129.2433391003462
12937.0,4,1504.27,376.0675,1596.6602854671282
12938.0,1,114.14,114.14,484.60131487889277
12939.0,8,11581.8,1447.725,6146.56946366782
12940.0,2,899.69,449.845,1909.8955536332182
12942.0,3,675.6,225.20000000000002,956.1259515570936
12944.0,2,604.51,302.255,1283.2764186851211
12945.0,1,462.95,462.95,1965.5351211072666
12947.0,6,1603.99,267.33166666666665,1135.00330449827
12948.0,7,2064.95,294.99285714285713,1252.4437221947603
12949.0,8,4167.22,520.9025,2211.5825865051906
12950.0,3,1843.0,614.3333333333334,2608.2595155709346
12951.0,6,1064.07,177.345,752.9491868512112
12952.0,4,1387.79,346.9475,1473.0262370242215
12953.0,1,329.85,329.85,1400.435813148789
12955.0,11,4757.16,432.4690909090909,1836.1230953129916
12956.0,1,108.07,108.07,458.83006920415227
12957.0,8,4017.54,502.1925,2132.146012110727
12962.0,2,266.39,133.195,565.5026470588235
12963.0,8,1856.6299999999999,232.07874999999999,985.3308866782007
12965.0,1,769.8100000000001,769.8100000000001,3268.3628719723188
12966.0,1,160.18,160.18,680.072179930796
12967.0,2,1660.9,830.45,3525.8205882352945
12968.0,1,135.95,135.95,577.1994809688581
12970.0,4,405.47,101.3675,430.3734342560554
12971.0,86,11189.91,130.11523255813952,552.4269562243502
12974.0,1,144.8,144.8,614.7737024221454
12976.0,1,738.6,738.6,3135.8553633218
12977.0,1,39.239999999999995,39.239999999999995,166.60027681660898
12980.0,9,7374.9,819.4333333333333,3479.0474048442907
12981.0,2,372.21999999999997,186.10999999999999,790.1625259515571
12982.0,1,390.54,390.54,1658.1058131487891
12984.0,1,97.5,97.5,413.9532871972319
12985.0,2,1239.38,619.69,2631.0021799307965
12987.0,2,558.7,279.35,1186.0292387543254
12988.0,1,505.82,505.82,2147.547197231834
12989.0,15,6924.11,461.6073333333333,1959.8345951557094
12990.0,3,409.5,136.5,579.5346020761247
12991.0,2,503.76,251.88,1069.4005536332181
12993.0,4,414.76,103.69,440.23401384083047
12994.0,3,974.42,324.8066666666667,1379.0234602076125
12995.0,1,211.32,211.32,897.1959861591696
12997.0,4,1226.8899999999999,306.72249999999997,1302.2439705882352
12999.0,3,455.88,151.96,645.1727335640139
13000.0,3,534.85,178.28333333333333,756.933044982699
13001.0,13,9785.97,752.766923076923,3196.0035107798776
13002.0,1,120.95,120.95,513.5143598615917
13003.0,3,149.05,49.68333333333334,210.93927335640143
13004.0,18,5655.91,314.21722222222223,1334.0641234140717
13005.0,2,513.7,256.85,1090.5015570934258
13006.0,1,81.57,81.57,346.3196885813149
13008.0,1,229.47,229.47,974.2549826989621
13011.0,1,50.55,50.55,214.6188581314879
13012.0,8,1646.84,205.855,873.9933737024222
13013.0,13,4810.94,370.0723076923077,1571.2066489220124
13014.0,10,3466.28,346.62800000000004,1471.669743944637
13015.0,5,3339.64,667.928,2835.805038062284
13016.0,3,789.89,263.2966666666667,1117.8720069204153
13017.0,1,204.0,204.0,866.1176470588236
13018.0,28,7277.7,259.91785714285714,1103.526680672269
13021.0,9,2616.38,290.7088888888889,1234.2553863898502
13023.0,2,599.9,299.95,1273.4901384083046
13026.0,5,975.36,195.072,828.2122629757787
13027.0,6,6912.0,1152.0,4891.017301038063
13028.0,2,661.3199999999999,330.65999999999997,1403.8748096885813
13029.0,3,1247.5,415.8333333333333,1765.4930795847752
13030.0,2,752.4399999999999,376.21999999999997,1597.307750865052
13032.0,2,1010.18,505.09,2144.4478546712803
13033.0,1,190.55,190.55,809.0133217993081
13034.0,2,642.77,321.385,1364.4961764705884
13035.0,2,921.88,460.94,1957.001314878893
13037.0,3,881.0699999999999,293.69,1246.912214532872
13038.0,3,908.46,302.82,1285.675224913495
13040.0,2,676.99,338.495,1437.139671280277
13043.0,1,516.42,516.42,2192.551349480969
13044.0,1,560.47,560.47,2379.5733217993084
13045.0,1,305.28000000000003,305.28000000000003,1296.1195847750867
13046.0,2,629.31,314.655,1335.922785467128
13047.0,9,3232.59,359.1766666666667,1524.9473010380625
13048.0,4,1819.41,454.8525,1931.155769896194
13049.0,2,656.6800000000001,328.34000000000003,1394.0248442906577
13050.0,17,5833.11,343.1241176470588,1456.7933991451252
13052.0,1,348.15,348.15,1478.131660899654
13055.0,3,1214.41,404.80333333333334,1718.663287197232
13058.0,3,271.40000000000003,90.46666666666668,384.09204152249146
13059.0,1,183.4,183.4,778.6567474048444
13060.0,1,307.53,307.53,1305.6723529411765
13061.0,1,248.60999999999999,248.60999999999999,1055.517197231834
13062.0,1,346.98,346.98,1473.1642214532874
13064.0,4,1105.59,276.3975,1173.493884083045
13065.0,1,205.85999999999999,205.85999999999999,874.0146020761246
13066.0,2,470.8,235.4,999.4318339100347
