CustomerID,days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
17830.0,1,3,398.7,5,3,2,532,Loyal
12783.0,1,4,1295.87,5,4,4,544,Loyal
17735.0,1,19,13110.02,5,5,5,555,VIP
15525.0,1,3,731.87,5,3,3,533,Loyal
15520.0,1,1,343.5,5,1,2,512,Loyal
15453.0,1,7,1371.77,5,5,4,554,Loyal
17677.0,1,30,16345.38,5,5,5,555,VIP
18210.0,1,6,2621.38,5,5,5,555,VIP
15443.0,1,7,3213.59,5,5,5,555,VIP
13314.0,1,3,775.9399999999999,5,3,3,533,Loyal
15471.0,1,1,454.48,5,1,2,512,Loyal
16426.0,1,10,1863.76,5,5,4,554,Loyal
16442.0,1,3,609.3,5,3,3,533,Loyal
14085.0,1,18,4421.29,5,5,5,555,VIP
14138.0,1,2,965.88,5,2,4,524,Loyal
14135.0,1,15,4690.31,5,5,5,555,VIP
13924.0,1,6,1838.85,5,5,4,554,Loyal
16891.0,1,5,742.43,5,4,3,543,Loyal
12471.0,1,27,17388.649999999998,5,5,5,555,VIP
14395.0,1,9,3479.91,5,5,5,555,VIP
14646.0,1,73,279138.02,5,5,5,555,VIP
17673.0,1,6,1594.97,5,5,4,554,Loyal
17590.0,1,3,1466.77,5,3,4,534,Loyal
13468.0,1,37,5704.97,5,5,5,555,VIP
15298.0,1,12,4799.9,5,5,5,555,VIP
17631.0,1,3,528.33,5,3,3,533,Loyal
16523.0,1,21,9418.47,5,5,5,555,VIP
17602.0,1,6,5054.42,5,5,5,555,VIP
13394.0,1,8,2520.02,5,5,5,555,VIP
12747.0,1,11,4196.01,5,5,5,555,VIP
13436.0,1,1,196.89,5,1,1,511,Loyal
16525.0,1,26,13027.45,5,5,5,555,VIP
14904.0,1,2,1025.44,5,2,4,524,Loyal
17315.0,1,36,6241.15,5,5,5,555,VIP
16210.0,1,17,21076.3,5,5,5,555,VIP
13954.0,1,2,439.92,5,2,2,522,Loyal
14291.0,1,11,3883.25,5,5,5,555,VIP
13534.0,1,25,5870.08,5,5,5,555,VIP
13408.0,1,62,28117.04,5,5,5,555,VIP
15214.0,1,8,1661.44,5,5,4,554,Loyal
15159.0,1,30,18641.01,5,5,5,555,VIP
14698.0,1,5,1217.27,5,4,4,544,Loyal
14217.0,1,17,2004.98,5,5,4,554,Loyal
14251.0,1,5,2879.7,5,4,5,545,Loyal
16161.0,1,19,5533.67,5,5,5,555,VIP
17097.0,1,8,954.42,5,5,4,554,Loyal
13870.0,1,8,2770.94,5,5,5,555,VIP
16779.0,1,22,10611.72,5,5,5,555,VIP
13756.0,1,14,5189.52,5,5,5,555,VIP
18109.0,1,26,8004.92,5,5,5,555,VIP
15883.0,1,2,396.48,5,2,2,522,Loyal
18092.0,1,11,9068.26,5,5,5,555,VIP
16672.0,1,20,8134.94,5,5,5,555,VIP
15237.0,1,4,1412.32,5,4,4,544,Loyal
15187.0,1,15,4762.18,5,5,5,555,VIP
17522.0,1,5,1066.15,5,4,4,544,Loyal
14132.0,1,11,3586.0299999999997,5,5,5,555,VIP
14129.0,1,5,1123.86,5,4,4,544,Loyal
14719.0,1,5,1581.84,5,4,4,544,Loyal
14204.0,1,1,150.61,5,1,1,511,Loyal
14191.0,1,13,4684.76,5,5,5,555,VIP
14189.0,1,15,4654.08,5,5,5,555,VIP
15877.0,1,2,490.33,5,2,3,523,Loyal
13769.0,1,10,2796.5099999999998,5,5,5,555,VIP
13767.0,1,37,17220.36,5,5,5,555,VIP
17449.0,1,7,2516.21,5,5,5,555,VIP
12621.0,1,20,12411.67,5,5,5,555,VIP
12615.0,1,4,2093.19,5,4,5,545,Loyal
17436.0,1,2,216.3,5,2,1,521,Loyal
17434.0,1,7,2373.82,5,5,5,555,VIP
17870.0,1,12,1865.8899999999999,5,5,4,554,Loyal
15701.0,1,4,1529.0,5,4,4,544,Loyal
14520.0,1,2,270.6,5,2,2,522,Loyal
16393.0,1,13,3040.96,5,5,5,555,VIP
12437.0,1,18,4447.41,5,5,5,555,VIP
12912.0,2,5,1662.3,5,4,4,544,Loyal
14503.0,2,6,3543.26,5,5,5,555,VIP
14578.0,2,1,168.63,5,1,1,511,Loyal
14572.0,2,7,2804.54,5,5,5,555,VIP
16143.0,2,6,2424.94,5,5,5,555,VIP
15568.0,2,3,758.29,5,3,3,533,Loyal
16987.0,2,7,1616.8,5,5,4,554,Loyal
12442.0,2,1,144.06,5,1,1,511,Loyal
12417.0,2,9,3226.1,5,5,5,555,VIP
18225.0,2,12,5504.96,5,5,5,555,VIP
12828.0,2,6,1018.7099999999999,5,5,4,554,Loyal
13743.0,2,7,1341.6,5,5,4,554,Loyal
12989.0,2,15,6924.11,5,5,5,555,VIP
17861.0,2,8,2097.88,5,5,5,555,VIP
14527.0,2,55,8506.13,5,5,5,555,VIP
14534.0,2,18,4395.65,5,5,5,555,VIP
16711.0,2,5,1651.03,5,4,4,544,Loyal
16678.0,2,12,3109.99,5,5,5,555,VIP
15136.0,2,4,1286.7,5,4,4,544,Loyal
12650.0,2,1,242.44,5,1,1,511,Loyal
13882.0,2,5,1191.13,5,4,4,544,Loyal
12583.0,2,15,6705.38,5,5,5,555,VIP
17412.0,2,7,1258.06,5,5,4,554,Loyal
16191.0,2,13,5180.5199999999995,5,5,5,555,VIP
18154.0,2,2,399.19,5,2,2,522,Loyal
14769.0,2,8,10415.33,5,5,5,555,VIP
14141.0,2,4,915.13,5,4,3,543,Loyal
17511.0,2,31,91062.38,5,5,5,555,VIP
15822.0,2,2,885.47,5,2,3,523,Loyal
15984.0,2,10,2780.63,5,5,5,555,VIP
13668.0,2,21,6309.83,5,5,5,555,VIP
13685.0,2,7,3119.44,5,5,5,555,VIP
13949.0,2,6,2427.3199999999997,5,5,5,555,VIP
16201.0,2,4,1863.47,5,4,4,544,Loyal
16569.0,2,1,124.2,5,1,1,511,Loyal
14293.0,2,4,1046.56,5,4,4,544,Loyal
14907.0,2,7,3501.1,5,5,5,555,VIP
14397.0,2,19,2612.96,5,5,5,555,VIP
16539.0,2,4,1388.81,5,4,4,544,Loyal
16495.0,2,3,648.26,5,3,3,533,Loyal
15969.0,2,3,666.1,5,3,3,533,Loyal
14794.0,2,7,1319.91,5,5,4,554,Loyal
17232.0,2,2,417.77,5,2,2,522,Loyal
14087.0,2,1,191.47,5,1,1,511,Loyal
17091.0,2,9,3827.76,5,5,5,555,VIP
16000.0,2,3,12393.7,5,3,5,535,Loyal
13323.0,2,5,787.85,5,4,3,543,Loyal
14673.0,2,5,1736.4,5,4,4,544,Loyal
17503.0,2,2,558.96,5,2,3,523,Loyal
15194.0,2,15,7616.53,5,5,5,555,VIP
15195.0,2,1,3861.0,5,1,5,515,Loyal
14216.0,2,4,1839.3,5,4,4,544,Loyal
14282.0,2,15,3701.44,5,5,5,555,VIP
13507.0,2,4,2479.16,5,4,5,545,Loyal
14910.0,2,4,434.35,5,4,2,542,Loyal
12720.0,2,25,5115.73,5,5,5,555,VIP
15023.0,2,11,6701.51,5,5,5,555,VIP
14708.0,2,3,1126.3700000000001,5,3,4,534,Loyal
17119.0,2,2,606.91,5,2,3,523,Loyal
17017.0,2,20,8694.26,5,5,5,555,VIP
17705.0,2,9,1823.52,5,5,4,554,Loyal
13225.0,2,7,6463.84,5,5,5,555,VIP
15750.0,2,8,2463.05,5,5,5,555,VIP
16817.0,2,9,1604.75,5,5,4,554,Loyal
12820.0,2,4,942.34,5,4,4,544,Loyal
13104.0,2,6,1098.48,5,5,4,554,Loyal
12839.0,2,14,5591.42,5,5,5,555,VIP
12362.0,2,10,4737.23,5,5,5,555,VIP
18272.0,2,6,3078.58,5,5,5,555,VIP
17883.0,2,4,664.34,5,4,3,543,Loyal
13089.0,2,97,58762.08,5,5,5,555,VIP
12826.0,2,7,1474.72,5,5,4,554,Loyal
14868.0,2,8,2953.59,5,5,5,555,VIP
18237.0,2,5,987.1,5,4,4,544,Loyal
18219.0,2,10,2069.77,5,5,5,555,VIP
16076.0,2,10,2234.73,5,5,5,555,VIP
14871.0,2,4,501.28000000000003,5,4,3,543,Loyal
17238.0,2,17,3719.1,5,5,5,555,VIP
16313.0,2,2,274.15,5,2,2,522,Loyal
13078.0,2,26,12627.94,5,5,5,555,VIP
16016.0,2,8,1465.51,5,5,4,554,Loyal
17042.0,2,5,1036.58,5,4,4,544,Loyal
16458.0,2,18,3482.7400000000002,5,5,5,555,VIP
17835.0,2,3,342.24,5,3,2,532,Loyal
15498.0,2,27,13316.4,5,5,5,555,VIP
17730.0,2,13,5298.48,5,5,5,555,VIP
13267.0,2,19,4521.49,5,5,5,555,VIP
17049.0,2,9,5655.03,5,5,5,555,VIP
17346.0,3,15,2622.88,5,5,5,555,VIP
13881.0,3,20,17159.52,5,5,5,555,VIP
13755.0,3,9,2108.06,5,5,5,555,VIP
16592.0,3,16,4113.68,5,5,5,555,VIP
12723.0,3,5,707.07,5,4,3,543,Loyal
12716.0,3,2,963.49,5,2,4,524,Loyal
16764.0,3,13,2790.95,5,5,5,555,VIP
14219.0,3,1,89.94,5,1,1,511,Loyal
13985.0,3,15,7060.13,5,5,5,555,VIP
16790.0,3,6,1545.6200000000001,5,5,4,554,Loyal
15061.0,3,48,54534.14,5,5,5,555,VIP
17404.0,3,13,31781.82,5,5,5,555,VIP
16684.0,3,28,66653.56,5,5,5,555,VIP
17481.0,3,4,1255.59,5,4,4,544,Loyal
15145.0,3,4,1194.73,5,4,4,544,Loyal
15157.0,3,3,1936.07,5,3,4,534,Loyal
15097.0,3,1,248.08,5,1,2,512,Loyal
14737.0,3,3,1164.55,5,3,4,534,Loyal
14735.0,3,31,6050.69,5,5,5,555,VIP
13790.0,3,1,348.8,5,1,2,512,Loyal
13694.0,3,50,65039.62,5,5,5,555,VIP
14140.0,3,2,935.05,5,2,4,524,Loyal
16851.0,3,3,342.45,5,3,2,532,Loyal
13709.0,3,13,6307.65,5,5,5,555,VIP
14739.0,3,7,3902.28,5,5,5,555,VIP
16379.0,3,4,2157.4,5,4,5,545,Loyal
14547.0,3,8,3974.75,5,5,5,555,VIP
14562.0,3,18,5006.7699999999995,5,5,5,555,VIP
17884.0,3,4,695.07,5,4,3,543,Loyal
13021.0,3,9,2616.38,5,5,5,555,VIP
16133.0,3,33,14589.039999999999,5,5,5,555,VIP
16949.0,3,6,1286.27,5,5,4,554,Loyal
16968.0,3,2,439.43,5,2,2,522,Loyal
16979.0,3,6,1852.0,5,5,4,554,Loyal
15690.0,3,2,239.76,5,2,1,521,Loyal
15856.0,3,27,16142.38,5,5,5,555,VIP
12994.0,3,3,974.42,5,3,4,534,Loyal
15854.0,3,12,2969.12,5,5,5,555,VIP
12628.0,3,3,732.46,5,3,3,533,Loyal
12877.0,3,12,1535.77,5,5,4,554,Loyal
14096.0,3,17,53258.43,5,5,5,555,VIP
14825.0,3,12,2221.01,5,5,5,555,VIP
14113.0,3,4,1840.42,5,4,4,544,Loyal
14121.0,3,4,2780.15,5,4,5,545,Loyal
14110.0,3,12,5683.15,5,5,5,555,VIP
12478.0,3,1,545.99,5,1,3,513,Loyal
15318.0,3,1,312.62,5,1,2,512,Loyal
17218.0,3,10,1951.97,5,5,4,554,Loyal
16013.0,3,47,37130.6,5,5,5,555,VIP
17090.0,3,7,1974.65,5,5,4,554,Loyal
15907.0,3,3,881.87,5,3,3,533,Loyal
16200.0,3,2,1068.87,5,2,4,524,Loyal
16904.0,3,15,3634.95,5,5,5,555,VIP
17593.0,3,5,3923.86,5,4,5,545,Loyal
16910.0,3,8,1508.96,5,5,4,554,Loyal
14401.0,3,13,4051.48,5,5,5,555,VIP
17290.0,3,2,513.01,5,2,3,523,Loyal
18044.0,3,10,2088.6,5,5,5,555,VIP
16528.0,3,1,244.41,5,1,1,511,Loyal
14696.0,3,7,2078.95,5,5,5,555,VIP
12584.0,3,9,2254.15,5,5,5,555,VIP
12683.0,3,14,7612.57,5,5,5,555,VIP
15274.0,3,2,716.5699999999999,5,2,3,523,Loyal
16620.0,3,2,178.96,5,2,1,521,Loyal
16600.0,3,6,813.52,5,5,3,553,Loyal
16597.0,3,1,90.03999999999999,5,1,1,511,Loyal
12682.0,3,31,11019.82,5,5,5,555,VIP
15031.0,3,4,653.19,5,4,3,543,Loyal
17383.0,3,1,193.39000000000001,5,1,1,511,Loyal
13311.0,3,2,598.5699999999999,5,2,3,523,Loyal
18198.0,3,17,5425.56,5,5,5,555,VIP
14629.0,3,2,955.26,5,2,4,524,Loyal
17728.0,3,3,2876.0099999999998,5,3,5,535,Loyal
13199.0,3,37,9802.12,5,5,5,555,VIP
15550.0,3,4,575.63,5,4,3,543,Loyal
17706.0,3,17,10504.49,5,5,5,555,VIP
18005.0,3,2,226.47,5,2,1,521,Loyal
12766.0,3,7,6457.63,5,5,5,555,VIP
14418.0,3,3,1937.25,5,3,4,534,Loyal
17676.0,3,6,1371.18,5,5,4,554,Loyal
16015.0,3,3,704.26,5,3,3,533,Loyal
15992.0,3,1,41.989999999999995,5,1,1,511,Loyal
18015.0,3,1,120.03,5,1,1,511,Loyal
12749.0,3,5,4040.88,5,4,5,545,Loyal
18030.0,3,2,230.64999999999998,5,2,1,521,Loyal
17666.0,3,2,728.1600000000001,5,2,3,523,Loyal
13001.0,3,13,9785.97,5,5,5,555,VIP
13173.0,3,2,353.65000000000003,5,2,2,522,Loyal
13083.0,3,2,303.75,5,2,2,522,Loyal
17817.0,3,3,387.68,5,3,2,532,Loyal
12971.0,3,86,11189.91,5,5,5,555,VIP
17857.0,3,22,25301.54,5,5,5,555,VIP
17744.0,3,6,2322.4,5,5,5,555,VIP
16929.0,3,7,1295.39,5,5,4,554,Loyal
14608.0,3,4,1785.15,5,4,4,544,Loyal
17811.0,3,39,7755.12,5,5,5,555,VIP
17250.0,3,2,381.97,5,2,2,522,Loyal
15932.0,3,8,2495.87,5,5,5,555,VIP
13079.0,3,5,220.1,5,4,1,541,Loyal
14083.0,3,9,1002.9,5,5,4,554,Loyal
16353.0,3,23,6675.71,5,5,5,555,VIP
13305.0,3,10,2000.86,5,5,4,554,Loyal
14071.0,3,8,1422.75,5,5,4,554,Loyal
13230.0,3,14,2755.63,5,5,5,555,VIP
17914.0,3,1,329.36,5,1,2,512,Loyal
12367.0,3,1,150.9,5,1,1,511,Loyal
13994.0,3,6,2274.14,5,5,5,555,VIP
17920.0,3,17,4107.6,5,5,5,555,VIP
18283.0,3,16,2039.58,5,5,5,555,VIP
15640.0,3,15,12416.11,5,5,5,555,VIP
15621.0,3,4,1293.03,5,4,4,544,Loyal
18223.0,4,14,6484.54,5,5,5,555,VIP
16149.0,4,2,280.52,5,2,2,522,Loyal
12381.0,4,3,1474.81,5,3,4,534,Loyal
12925.0,4,2,694.05,5,2,3,523,Loyal
16931.0,4,21,4554.87,5,5,5,555,VIP
14456.0,4,9,3014.32,5,5,5,555,VIP
13630.0,4,7,2031.78,5,5,5,555,VIP
17526.0,4,4,1195.9,5,4,4,544,Loyal
14075.0,4,3,942.26,5,3,4,534,Loyal
12782.0,4,5,1938.92,5,4,4,544,Loyal
14060.0,4,19,6140.42,5,5,5,555,VIP
12719.0,4,2,572.95,5,2,3,523,Loyal
12724.0,4,4,923.41,5,4,4,544,Loyal
16682.0,4,5,1028.0,5,4,4,544,Loyal
13704.0,4,9,2308.06,5,5,5,555,VIP
16360.0,4,6,3450.41,5,5,5,555,VIP
17936.0,4,1,380.13,5,1,2,512,Loyal
16905.0,4,7,3037.6,5,5,5,555,VIP
17827.0,4,5,1987.33,5,4,4,544,Loyal
17579.0,4,3,448.9,5,3,2,532,Loyal
17131.0,4,5,2463.17,5,4,5,545,Loyal
15358.0,4,22,8347.2,5,5,5,555,VIP
16500.0,4,6,400.86,5,5,2,552,Loyal
14658.0,4,2,247.15,5,2,2,522,Loyal
12841.0,4,25,3991.58,5,5,5,555,VIP
17402.0,4,12,2598.85,5,5,5,555,VIP
15290.0,4,18,7943.22,5,5,5,555,VIP
14649.0,4,4,1402.59,5,4,4,544,Loyal
14931.0,4,4,864.6800000000001,5,4,3,543,Loyal
16811.0,4,2,547.0699999999999,5,2,3,523,Loyal
14102.0,4,5,1105.8799999999999,5,4,4,544,Loyal
12646.0,4,2,1346.97,5,2,4,524,Loyal
13417.0,4,2,640.83,5,2,3,523,Loyal
13736.0,4,2,729.8,5,2,3,523,Loyal
13435.0,4,7,3809.89,5,5,5,555,VIP
15572.0,4,7,2533.42,5,5,5,555,VIP
14759.0,4,3,1625.97,5,3,4,534,Loyal
13319.0,4,26,10845.55,5,5,5,555,VIP
13956.0,4,5,1019.27,5,4,4,544,Loyal
15053.0,4,3,693.95,5,3,3,533,Loyal
13126.0,4,8,2099.64,5,5,5,555,VIP
14546.0,4,5,2573.93,5,4,5,545,Loyal
12560.0,4,2,1918.01,5,2,4,524,Loyal
12673.0,4,2,574.52,5,2,3,523,Loyal
16642.0,4,2,688.33,5,2,3,523,Loyal
17254.0,4,2,271.19,5,2,2,522,Loyal
12913.0,4,5,2483.63,5,4,5,545,Loyal
15628.0,4,9,2870.24,5,5,5,555,VIP
16746.0,4,18,6680.11,5,5,5,555,VIP
15867.0,4,15,3803.6,5,5,5,555,VIP
15033.0,4,10,2553.88,5,5,5,555,VIP
17173.0,4,8,3766.6,5,5,5,555,VIP
16873.0,4,6,7123.62,5,5,5,555,VIP
16988.0,4,1,126.12,5,1,1,511,Loyal
17006.0,4,4,781.78,5,4,3,543,Loyal
17750.0,4,9,1694.16,5,5,4,554,Loyal
16513.0,4,4,874.59,5,4,3,543,Loyal
15392.0,4,4,1535.53,5,4,4,544,Loyal
14194.0,4,21,11349.52,5,5,5,555,VIP
16535.0,4,1,593.75,5,1,3,513,Loyal
18180.0,4,6,1843.75,5,5,4,554,Loyal
12490.0,4,10,4859.93,5,5,5,555,VIP
17954.0,4,12,2314.13,5,5,5,555,VIP
12827.0,5,3,430.15,5,3,2,532,Loyal
13596.0,5,2,664.11,5,2,3,523,Loyal
13153.0,5,1,486.22,5,1,3,513,Loyal
13838.0,5,4,674.82,5,4,3,543,Loyal
17618.0,5,3,930.28,5,3,4,534,Loyal
17629.0,5,8,1814.12,5,5,4,554,Loyal
13822.0,5,2,632.0,5,2,3,523,Loyal
17114.0,5,8,801.12,5,5,3,553,Loyal
16283.0,5,5,1569.11,5,4,4,544,Loyal
14720.0,5,3,663.81,5,3,3,533,Loyal
16326.0,5,14,3039.22,5,5,5,555,VIP
14354.0,5,2,163.62,5,2,1,521,Loyal
15773.0,5,1,635.6800000000001,5,1,3,513,Loyal
16033.0,5,20,8778.82,5,5,5,555,VIP
17858.0,5,12,5140.66,5,5,5,555,VIP
16561.0,5,2,511.12,5,2,3,523,Loyal
12952.0,5,4,1387.79,5,4,4,544,Loyal
13558.0,5,4,594.52,5,4,3,543,Loyal
16438.0,5,5,798.35,5,4,3,543,Loyal
14583.0,5,5,986.96,5,4,4,544,Loyal
18065.0,5,14,2392.83,5,5,5,555,VIP
13808.0,5,5,1747.66,5,4,4,544,Loyal
14493.0,6,5,2383.24,5,4,5,545,Loyal
16474.0,6,7,1810.49,5,5,4,554,Loyal
13868.0,6,2,3192.54,5,2,5,525,Loyal
15539.0,6,1,538.46,5,1,3,513,Loyal
16989.0,6,6,1133.25,5,5,4,554,Loyal
12695.0,6,4,582.1,5,4,3,543,Loyal
13560.0,6,1,171.42000000000002,5,1,1,511,Loyal
14788.0,6,2,679.44,5,2,3,523,Loyal
18245.0,6,7,2567.06,5,5,5,555,VIP
14250.0,6,3,1904.05,5,3,4,534,Loyal
17611.0,6,15,3961.12,5,5,5,555,VIP
15769.0,6,26,56252.72,5,5,5,555,VIP
13309.0,6,5,1456.79,5,4,4,544,Loyal
13969.0,6,18,9024.17,5,5,5,555,VIP
18055.0,6,10,6761.34,5,5,5,555,VIP
15078.0,6,32,9743.11,5,5,5,555,VIP
13780.0,6,2,360.01,5,2,2,522,Loyal
15123.0,6,2,2199.31,5,2,5,525,Loyal
15547.0,6,14,4910.6,5,5,5,555,VIP
15570.0,6,12,4148.82,5,5,5,555,VIP
13017.0,6,1,204.0,5,1,1,511,Loyal
13458.0,6,14,9646.57,5,5,5,555,VIP
17086.0,6,6,2050.08,5,5,5,555,VIP
13953.0,6,7,3515.68,5,5,5,555,VIP
17221.0,6,2,334.47999999999996,5,2,2,522,Loyal
14560.0,6,22,2237.77,5,5,5,555,VIP
16103.0,6,6,1429.64,5,5,4,554,Loyal
18174.0,6,1,104.0,5,1,1,511,Loyal
13884.0,6,5,787.6,5,4,3,543,Loyal
12970.0,6,4,405.47,5,4,2,542,Loyal
14594.0,6,2,363.33,5,2,2,522,Loyal
14865.0,6,2,52.2,5,2,1,521,Loyal
16359.0,6,9,1750.92,5,5,4,554,Loyal
17567.0,6,8,4331.48,5,5,5,555,VIP
12704.0,6,8,1740.84,5,5,4,554,Loyal
14428.0,6,5,1224.06,5,4,4,544,Loyal
17584.0,6,2,1242.3,5,2,4,524,Loyal
14031.0,6,19,17286.86,5,5,5,555,VIP
14023.0,6,2,584.0699999999999,5,2,3,523,Loyal
17686.0,6,7,5739.46,5,5,5,555,VIP
15271.0,6,15,2493.34,5,5,5,555,VIP
12962.0,6,2,266.39,5,2,2,522,Loyal
14440.0,7,5,2357.68,5,4,5,545,Loyal
18144.0,7,12,2888.75,5,5,5,555,VIP
14292.0,7,9,4871.93,5,5,5,555,VIP
14287.0,7,3,176.63,5,3,1,531,Loyal
14766.0,7,6,2473.37,5,5,5,555,VIP
17386.0,7,6,2686.42,5,5,5,555,VIP
14688.0,7,21,5579.1,5,5,5,555,VIP
14299.0,7,9,3965.62,5,5,5,555,VIP
14298.0,7,44,51527.3,5,5,5,555,VIP
14262.0,7,8,2618.23,5,5,5,555,VIP
14309.0,7,9,2352.53,5,5,5,555,VIP
15904.0,7,1,164.68,5,1,1,511,Loyal
16242.0,7,7,3579.86,5,5,5,555,VIP
18122.0,7,6,1791.84,5,5,4,554,Loyal
14367.0,7,16,9227.82,5,5,5,555,VIP
16899.0,7,6,1271.06,5,5,4,554,Loyal
14655.0,7,4,1932.23,5,4,4,544,Loyal
12856.0,7,6,2170.78,5,5,5,555,VIP
14897.0,7,4,1366.38,5,4,4,544,Loyal
